"","day","mo","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS"
"1307",5,7,68.2,59.5,1019.9,10,6.8,11.1,14.43,77,60.1,0,0,0.42809377950828
"1308",1,7,68.2,59.1,1016.4,10,14.1,18.1,26,77,62.1,0.11,0,-1.47595596326561
"1309",5,7,68.7,62.5,1011.7,7.1,7,12,15.6,77,61,0,0,0.0393087534968576
"1310",1,7,65.8,61.6,1017.5,8.8,8.5,15,19.5,77,60.1,0,1,-0.479071281185039
"1311",5,7,70.4,63.7,1013.3,7.7,4.5,8,10.4,77,66.2,0.01,1,-0.120192795636034
"1312",4,7,71.2,66.7,1010.1,7.9,9,18.1,22.9,77,66.9,0,0,0.886660733265343
"1313",1,7,71.4,67.9,1011.9,6.9,9,12,15.6,77,64,0,1,-0.538884362109874
"1314",5,7,67.9,57.5,1016.8,10,6.3,9.9,12.87,77,59,0,0,1.39507192112643
"1315",7,7,62.9,55.4,1015.2,8,6.2,11.1,14.43,77,55.9,0,0,-2.09402446615556
"1316",4,7,71.7,70.5,1025.7,4.8,6.8,9.9,12.87,81,62.1,0,1,-1.92455407020187
"1317",2,7,73.4,69.9,1005.9,4.1,9.3,13,16.9,81,69.1,0,1,1.27544575927677
"1318",1,7,71.5,64.6,1016.1,9.7,9.3,14,18.2,81,64.9,0,0,-0.778136685809211
"1319",5,7,71.7,71,1025.4,1.6,6.2,11.1,14.43,81,66.9,0,1,1.20566383153113
"1320",4,7,71.8,65.3,1009.9,8.6,6.5,13,16.9,81,64,1.5,1,0.806909958698897
"1321",7,7,71.8,62.1,1015.9,10,8.4,14,18.2,81,60.1,0,0,-0.0205043274279766
"1322",3,7,73.8,65.7,1015.8,8.3,10.1,15,25.1,81,66.9,0,0,0.996318048294206
"1323",5,7,72.2,69,1013.1,9.7,7.2,11.1,14.43,81,68,0,0,1.09600651650226
"1324",4,7,68.3,55.6,1020.9,10,6.9,13,16.9,81,60.1,0,0,0.9863492014734
"1325",4,7,67.9,58.5,1021.9,9.9,6.5,11.1,14.43,81,57.9,0,0,1.06609997603985
"1326",5,7,68.7,66.7,1010.4,4.1,5.9,8.9,11.57,81,64,0,1,0.0393087534968576
"1327",7,7,61.7,58.6,1011.6,6.5,10.8,13,16.9,70,59,0.62,0,-1.00742016268774
"1328",3,7,62.8,59.4,1015.6,9.5,13.8,18.1,24.1,70,57.9,0.25,0,-0.0404420210695881
"1329",1,7,63,60.1,1010.6,6.8,7.7,11.1,14.43,70,59,0.1,1,-0.907731694479685
"1330",6,7,65.7,64.2,1009.2,3.2,10,21,27,70,60.8,0.32,1,0.129028374884109
"1331",2,7,65.9,63.3,1020.4,6,12.8,15.9,21,70,62.6,0.4,0,-0.419258200260205
"1332",2,7,63.1,58.4,1016.8,9.9,4.9,7,9.1,70,55,0.01,0,0.188841455808943
"1333",2,7,70.9,66.1,1013.9,8.2,9.5,14,18.2,82,64.9,0,1,0.178872608988138
"1334",4,7,72.3,68.8,1004.1,6.8,4.5,11.1,14.43,82,62.1,0.01,1,0.119059528063303
"1335",4,7,74.9,71.6,1006.7,5.7,8.4,13,20,82,70,0.6,1,-0.279694344768925
"1336",1,7,68.4,63.5,1009.3,8.7,6,15.9,20.67,82,64,0,0,-0.449164740722622
"1337",3,7,72,61.5,1016.5,9.8,5.8,9.9,12.87,82,61,0,0,-1.74511482742736
"1338",1,7,73.2,63.2,1012.8,10,8.7,21,25.1,82,64.9,0,0,-0.329538578872954
"1339",1,7,74.4,69.8,1016.3,9,9.1,14,19,82,69.1,0.01,0,-1.23670363956627
"1340",7,7,74.3,68.6,1008.6,7.3,12,21,29.9,82,68,1.03,0,0.507844554074726
"1341",5,7,67.3,57.3,1013.9,9.2,16.6,22,28,82,60.1,0,0,0.866723039623732
"1342",3,7,75.3,69.3,1009.6,9,12.1,15.9,22.9,82,68,0,0,0.886660733265343
"1343",4,7,75.4,66.3,1012.4,10,7,9.9,12.87,82,70,0,0,0.906598426906955
"1344",4,7,73.7,65,1003.6,7.8,9.2,15.9,21,82,68,0,1,0.188841455808943
"1345",3,7,72.6,69.7,1003.7,3.6,5.4,8.9,11.57,82,68,0,1,0.0692152939592748
"1346",4,7,76,69.9,1014.2,5.4,6.8,12,15.6,86,68,0,1,0.298498770837806
"1347",2,7,68.4,64.9,1018.9,8.7,4.7,9.9,12.87,86,63,0,0,1.19569498471032
"1348",1,7,70.8,66.4,1016.2,8.8,5.9,12,15.6,86,62.1,0,0,-0.359445119335371
"1349",5,7,74.2,70.7,1012.2,6.2,9.7,14,18.2,86,69.1,0,0,1.17575729106871
"1350",3,7,69.2,68.1,1025.8,5.7,9.8,12,15.6,75,66,0,1,0.547719941357949
"1351",4,7,67.3,60.6,1015.5,9.3,5.5,11.1,14.43,75,59,0,0,0.0592464471384691
"1352",6,7,70.7,67.9,1011.3,5.2,9.6,14,21,75,66,0,1,1.98323388355397
"1353",6,7,65.2,60.1,1011.8,8.7,7.9,15.9,20,75,60.1,0,0,1.09600651650226
"1354",5,7,69.1,65.9,1016,9.3,10.9,18.1,22,75,64,0,0,1.41500961476805
"1355",3,7,68.8,68.4,1016.1,2.7,8.6,13,16.9,75,62.1,0,1,0.388218392225058
"1356",5,7,69.8,68,1023.5,1.8,11.9,15,21,75,68,0.02,1,-1.60555097193608
"1357",2,7,63,58,1011.8,7.5,10.9,18.1,25.1,75,57.9,0,0,0.208779149450555
"1358",2,7,64.9,56.7,1014.7,10,4.2,7,9.1,75,54,0,0,-0.0703485615320052
"1359",4,7,70.4,68.5,1010.6,6,13.7,15.9,22.9,75,68,0,0,-0.479071281185039
"1360",5,7,67.7,62.8,1014.3,9.7,13.8,19,27,75,64,0.4,0,-0.917700541300491
"1361",7,7,66.9,63.2,1015.8,9.8,6.9,9.9,12.87,75,61,0,0,-0.648541677138737
"1362",5,7,67.7,62.9,1019.8,9.6,6.3,11.1,14.43,75,59,0.01,0,0.268592230375389
"1363",2,7,68.7,67.9,1015.6,2.6,4.7,8.9,11.57,75,61,0,1,1.19569498471032
"1364",2,7,71.1,66.5,1017.3,9.9,8.3,9.9,12.87,75,61,0,0,0.268592230375389
"1365",4,7,69,66,1014.4,7.2,10.2,14,20,75,64.9,0,1,0.587595328641172
"1366",3,7,67.9,63.1,1009,10,9.1,14,18.2,75,62.1,0,0,-0.0803174083528109
"1367",4,7,71.6,70.3,1016.5,4.2,7.6,12,15.6,79,66,0,1,1.47482269569288
"1368",4,7,72.9,70.9,1017.2,5.6,7,12,15.6,79,68,0,1,0.0492776003176634
"1369",1,7,71.8,68.1,1011.9,7.9,9.6,14,18.2,79,66,0,1,-1.01738900950855
"1370",3,7,67.4,63,1008.6,9.8,9.2,15.9,20,79,62.1,0,0,0.577626481820366
"1371",1,7,72.9,70.5,1025.1,4.5,5.3,14,18.2,79,66,0.01,1,-1.2765790268495
"1372",7,7,73,69.2,1018.5,8.1,13.1,15.9,22.9,79,68,0.01,0,-0.827980919913239
"1373",2,7,73.1,63,1015,10,9.1,14,18.2,79,66.9,0,0,0.378249545404252
"1374",3,7,70.3,65.9,1017.6,8.7,5.3,8.9,11.57,79,60.1,0,1,0.587595328641172
"1375",4,7,70.9,69.4,1015,5.7,9.3,17.1,25.1,79,60.1,0,1,0.308467617658612
"1376",6,7,69.6,59.4,1020.7,9.6,5,7,9.1,79,63,0.04,0,0.248654536733778
"1377",6,7,66.1,64.4,1012.2,6,15,22,28.9,69.8,64,2.43,0,0.178872608988138
"1378",6,7,66,66,1012.4,5.2,8.7,19,27,69.8,64,0,1,0.747096877774063
"1379",3,7,72.1,70,1007.1,3.7,8.1,14,19,78.8,66.2,0,1,-0.279694344768925
"1380",3,7,68.9,65.8,1020.4,8.4,4.9,8,10.4,80.1,64,0,1,1.09600651650226
"1381",6,7,70.8,68.3,1008.1,7.9,10.9,15.9,21,80.1,64,0.18,0,1.47482269569288
"1382",3,7,72.4,68.7,1016.2,9,7.2,11.1,14.43,80.1,68,0,1,0.438062626329086
"1383",5,7,71.9,60.8,1010.4,10,8.3,14,18.2,80.1,63,0,0,0.238685689912972
"1384",5,7,70.4,63.4,1020.2,10,7.4,12,15.6,80.1,60.1,0,0,1.31532114655999
"1385",2,7,71.5,68.8,1014,9.9,8.7,14,18.2,80.1,64.9,0,0,0.9863492014734
"1386",3,7,73,71.1,1016.3,6.6,7.8,12,15.6,80.1,69.1,0,1,0.388218392225058
"1387",2,7,72.8,69.7,1015.9,8.9,9.3,13,16.9,80.1,59,0,0,0.49787570725392
"1388",7,7,68.5,60.2,1015,9.7,4.4,8.9,11.57,80.1,60.1,0,0,-1.47595596326561
"1389",2,7,70.9,64.9,1013.8,8.3,5.3,8,10.4,80.1,66,0,0,0.687283796849229
"1390",2,7,71.3,66.7,1020.4,9.9,5.8,8,10.4,80.1,64.9,0,0,-0.189974723381674
"1391",5,7,70.8,69.6,1015.5,4.4,8.2,19,24.7,80.1,64,0,1,1.59444885754255
"1392",3,7,69,61.7,1015.8,9.7,6.5,11.1,14.43,80.1,54,0,0,0.617501869103589
"1393",6,7,73.9,71.4,1013.4,2.8,9.6,15.9,22,80.1,69.1,0,1,0.976380354652595
"1394",6,7,72.4,68.4,1014.3,9,13.5,18.1,24.1,80.1,61,0,0,1.69413732575061
"1395",4,7,70.2,65.1,1009.9,9.2,5,8.9,11.57,80.1,59,0,0,0.547719941357949
"1396",6,7,63.7,61.5,1018.4,9,8.9,13,19,80.1,62.1,0,0,1.07606882286065
"1397",5,7,66.6,63.7,1017.9,6.3,3.7,8.9,11.57,80.1,59,0,1,-2.04418023205154
"1398",7,7,74.5,71.7,1008.8,3.3,11.8,15.9,20,80.1,71.1,0,0,-0.479071281185039
"1399",6,7,71.7,60.3,1012.2,10,7.5,12,15.6,80.1,62.1,0,0,-1.08717093725419
"1400",7,7,71.9,67.1,1010.7,8.1,7.5,14,18.2,80.1,66,0.28,1,-0.409289353439399
"1401",1,7,72.9,69.1,1016.8,6.5,6.3,14,18.2,80.1,66.9,0.06,1,-1.35632980141594
"1402",3,7,72.7,69.3,1018,5.7,7,13,16.9,80.1,69.1,0,1,-0.160068182919257
"1403",6,7,69.1,62.4,1021.9,6.5,4.3,8,10.4,78.1,64,0.03,1,0.42809377950828
"1404",4,7,70.6,62.6,1019.3,10,6.7,8.9,11.57,78.1,64.9,0,0,-0.459133587543428
"1405",6,7,70.8,68.3,1011.1,6,5.8,14,18.2,78.1,66.9,0,1,1.74398155985463
"1406",3,7,66.7,61.2,1019.1,10,7.3,13,16.9,78.1,55,0,0,0.627470715924395
"1407",3,7,69.4,67.9,1019.6,4,5.5,8.9,11.57,78.1,62.1,0,1,1.06609997603985
"1408",5,7,61.7,59.9,1021.8,9.9,5.9,8,10.4,78.1,53.1,0,0,0.119059528063303
"1409",2,7,69.2,64.4,1021.3,8.8,8.2,14,18.2,78.1,55,0,0,-0.0105354806071709
"1410",2,7,72.6,68.9,1015.5,6.7,10.7,17.1,24.1,78.1,68,0,1,0.178872608988138
"1411",7,7,65,54.1,1024.2,10,5,9.9,12.87,78.1,55.9,0,0,-1.18685940546224
"1412",3,7,68.1,64.3,1019.7,7.4,8.2,11.1,14.43,78.1,62.1,0,0,0.467969166791503
"1413",5,7,69.5,61.4,1017.7,10,5.8,12,15.6,78.1,61,0,0,0.0592464471384691
"1414",7,7,70.8,66.9,1015,9,5.3,9.9,12.87,78.1,64.9,0.81,0,-0.000566633786365205
"1415",2,7,67.3,66.8,1018.5,3.9,5.7,11.1,14.43,78.1,62.1,0,1,0.398187239045863
"1416",1,7,69.3,67.7,1013.7,5.8,7.1,12,15.6,78.1,60.1,0,1,-0.837949766734045
"1417",2,7,68.3,65.9,1015.1,5.6,5.1,8,10.4,78.1,64,0.17,1,-0.0803174083528109
"1418",6,7,67.1,58.9,1024,9.4,3.4,8.9,11.57,78.1,59,0,1,0.507844554074726
"1419",4,7,67.2,63.3,1019.3,10,9.2,14,18.2,78.1,57.9,0,0,0.0791841407800805
"1420",5,7,69.4,66.1,1017.9,5.4,6.1,18.1,25.1,78.1,64.4,0.01,1,-0.150099336098451
"1421",3,7,77.4,68.4,1019.6,8.3,7.3,14,18.2,87.1,69.1,0,0,-0.170037029740062
"1422",2,7,76.5,70.8,1009.8,9.5,7,12,15.6,87.1,69.1,0,0,0.418124932687475
"1423",1,7,76.7,72.4,1007.5,6.7,10.7,13,16.9,87.1,70,0,0,-1.21676594592466
"1424",6,7,76.7,68.5,1009.5,8.5,8.5,12,17.1,87.1,71.1,0,0,1.53463577661771
"1425",7,7,76.2,72.3,1009.2,6.1,9.1,12,15.6,87.1,64.9,0,1,-0.130161642456839
"1426",4,7,66.1,62,1012.9,9.9,9.1,15,22,71.6,62.6,0,0,0.268592230375389
"1427",7,7,73.5,67.3,1015.4,7,6.4,9.9,12.87,84.9,66.9,0,0,0.238685689912972
"1428",4,7,71.5,65.8,1016.8,7.3,6.4,9.9,12.87,84.9,60.1,0,1,-0.459133587543428
"1429",7,7,74,67.2,1010.5,8.8,7.1,12,15.6,84.9,68,0,0,0.487906860433115
"1430",5,7,74.7,70.6,1013.9,5.3,7.7,12,15.6,84.9,66.9,0,1,1.74398155985463
"1431",6,7,75.6,69.6,1010.4,5.7,7.8,13,16.9,84.9,69.1,0,1,1.3352588402016
"1432",5,7,66.8,65.7,1015.9,2.2,5.8,11.1,14.43,84.9,64,0,1,0.587595328641172
"1433",1,7,70.6,68.7,1019.1,4.1,6.6,11.1,14.43,84.9,66.9,0,1,-0.249787804306508
"1434",4,7,69.4,66.7,1012.5,5.1,12.3,19,27,73.9,66,0.02,1,-0.299632038410537
"1435",1,7,68.6,65.2,1011.4,9.9,7.6,14,18.2,73.9,62.1,0.01,0,-1.22673479274547
"1436",2,7,60.9,53.6,1023.2,10,6.7,12,15.6,73.9,50,0,0,0.727159184132452
"1437",2,7,69.4,66.9,1003,4.8,10,17.1,26,73.9,64.9,0.01,1,-0.0404420210695881
"1438",1,7,69,62.9,1012.1,7.1,11.2,22,25.1,73.9,62.1,0.01,1,-1.57564443147367
"1439",2,7,69.2,67.1,1017.1,6.5,5.3,9.9,12.87,73.9,64,0.02,0,-0.0205043274279766
"1440",3,7,66.9,66.2,1021.5,2.9,6.2,11.1,14.43,73.9,61,0,1,0.786972265057286
"1441",3,7,69.5,66.2,1010.5,6.2,11.8,15,20,73.9,64.9,0.01,1,-0.0504108678903938
"1442",1,7,67.1,57.7,1012.6,9.6,15,21,26,73.9,62.1,0.14,0,0.0692152939592748
"1443",1,7,65.8,59.5,1017.5,9.3,8.2,15,19.5,73.9,55,0,0,-1.31645441413272
"1444",7,7,69.1,66.1,1018,9.6,8.8,15,18.1,73.9,64.9,0.26,0,-0.827980919913239
"1445",2,7,68.6,62.8,1012.8,9.4,13.9,15.9,22,73.9,63,0.04,0,0.14896606852572
"1446",2,7,69.7,67,1014.5,7.4,12,15,21,73.9,64,0,0,-0.319569732052148
"1447",2,7,69.9,68.1,1024.3,7.3,12.6,17.1,22,73.9,63,0.04,0,0.14896606852572
"1448",1,7,68.7,67.4,1013.7,4.2,11.4,15,20,73.9,64.4,0.03,1,-0.618635136676319
"1449",7,7,68.9,67.6,1013.9,1.5,7.5,12,15.6,73.9,59,0,1,-1.2765790268495
"1450",1,7,61.7,52.8,1027.4,10,3.8,9.9,12.87,73.9,51.1,0,0,-0.538884362109874
"1451",7,7,67.8,60.5,1017,10,9.7,13,16.9,73.9,55,0,0,-0.379382812976982
"1452",3,7,68.6,65.1,1014.4,9.8,9.1,13,18.1,73.9,54,0.01,0,0.168903762167332
"1453",1,7,65.2,57.9,1021.3,9.1,10,13,18.1,73.9,55.9,0,0,-1.47595596326561
"1454",7,7,64.9,59.5,1021.4,10,4.7,9.9,12.87,73.9,54,0,0,-0.219881263844091
"1455",5,7,71.4,71,1013.2,2,4.9,9.9,12.87,73.9,69.1,0,1,0.208779149450555
"1456",4,7,69.2,65.9,1015,9.9,9.9,14,20,73.9,60.1,0.01,0,-0.0803174083528109
"1457",2,7,63.9,57.3,1017.8,10,4.2,8.9,11.57,73.9,50,0,0,0.56765763499956
"1458",3,7,68.9,62.8,1007.7,9.6,10.5,15.9,20.67,73.9,64.9,0.12,0,-0.728292451705182
"1459",4,7,68.3,65.1,1012.8,9.3,8.9,17.1,22.23,73.9,63,0,0,0.278561077196195
"1460",2,7,76.3,71.2,1021.6,9.3,5.7,9.9,12.87,82.9,69.1,0,0,-0.180005876560868
"1461",6,7,69.9,68.2,1012.5,3.9,9.8,27,36.9,75.9,64.4,0,1,-2.38312102395893
"1462",4,7,70.6,67.8,1014.3,3.8,9.8,15,19.5,75.9,62.1,0,1,0.208779149450555
"1463",7,7,65.7,58.8,1023.4,9.9,4.4,9.9,12.87,75.9,57.9,0.01,0,-0.489040128005845
"1464",5,7,69.1,67.3,1015.3,1.8,8.5,12,15.6,75.9,66,0,1,1.40504076794724
"1465",7,7,67.3,52.8,1023.6,9.9,12.8,21,28.9,75.9,60.1,0.01,0,-0.728292451705182
"1466",2,7,68.4,62.6,1017.2,9.9,11.7,15,19.5,75.9,55.9,0,0,-1.1071086308958
"1467",3,7,70.5,69,1012.9,4.6,10.7,17.1,22,75.9,66,0,1,0.806909958698897
"1468",7,7,67.1,58.1,1025.2,10,4.9,8.9,11.57,75.9,55.9,0,0,0.0293399066760519
"1469",1,7,66.9,62.9,1020.3,9.6,7.3,15,19.5,75.9,55.9,0,0,-0.718323604884377
"1470",5,7,69.6,66.7,1009.5,6.4,8.5,14,28,75.9,64.4,0.04,1,-0.598697443034708
"1471",3,7,67.1,65.3,1009.7,6.2,9.2,15,19.5,75.9,64,0.62,1,0.6374395627452
"1472",1,7,67.2,58,1017.1,10,9.6,14,18.2,75.9,55.9,0,0,-1.50586250372803
"1473",7,7,67.9,66.3,1024.4,3.3,6.2,9.9,12.87,75.9,63,0.01,1,-0.239818957485702
"1474",7,7,69.4,62.8,1011.9,7.2,11.8,22,33,75.9,61,0.76,1,-0.289663191589731
"1475",6,7,66.1,64.7,1021.4,4.7,3.9,8,10.4,75.9,59,0,1,-0.568790902572291
"1476",4,7,69.8,68.7,1020,5,11,15,19.5,75.9,66,0,1,0.577626481820366
"1477",5,7,69.8,69.4,1014.3,4.7,13.9,19,24.1,75.9,66,0,0,0.0692152939592748
"1478",5,7,71.8,69.7,1011.6,4.9,9.5,13,19,75.9,69.1,0.01,0,-0.489040128005845
"1479",5,7,69.1,61.2,1014.2,8.5,9.8,15.9,22,75.9,66,0,0,-0.319569732052148
"1480",7,7,69.7,69.7,1016.5,1.4,6.7,15.9,20.67,75.9,66.9,0.41,1,0.378249545404252
"1481",2,7,71.1,69,1018.1,4.1,10.1,15.9,24.1,75.9,66,0,1,1.25550806563515
"1482",6,7,70.6,70.1,1015.8,2.1,7.8,13,16.9,75.9,68,0,1,1.53463577661771
"1483",3,7,71.4,69.1,1011.6,5.8,13.1,15.9,22,75.2,68,0,1,-0.120192795636034
"1484",1,7,69.8,68,1015.8,5.7,6.5,12,22.9,75.2,66.2,0.12,1,-1.13701517135822
"1485",4,8,61.8,57.5,1012.8,7,16,22.9,35,68,57,1.57,0,0.717190337311646
"1486",4,8,66.4,64.6,1012,3.9,6.8,9.9,12.87,72,62.6,0.67,1,-1.16692171182063
"1487",2,8,63.3,56.5,1020.5,10,3.8,8,10.4,72,54,0,0,-0.499008974826651
"1488",5,8,67.8,60.8,1008.1,9.1,9.7,15,15.9,72,63,0.02,0,0.258623383554583
"1489",6,8,66.8,59.2,1012.2,10,8.8,15,20,72,61,0.01,0,-0.768167838988405
"1490",1,8,65.5,59.5,1023.9,10,13.6,22.9,32.1,72,61,0,0,-1.16692171182063
"1491",2,8,66.7,66,1018.3,4.7,11.6,15.9,22,72,66,0.04,0,-0.369413966156177
"1492",4,8,65.4,61.6,1015.1,9.2,7.7,20,27,72,50,0.11,0,-0.459133587543428
"1493",3,8,63,56,1021.1,10,3.5,8.9,11.57,72,53.1,0,0,0.0891529876008862
"1494",2,8,77.5,69.4,1017.9,8.8,8.5,14,19,84,70,0,0,0.438062626329086
"1495",3,8,73.1,69,1022.3,10,7.9,12,15.6,84,66.9,0,0,0.448031473149892
"1496",3,8,73,71.2,1016.6,3.5,9,15.9,20,84,66.9,0,1,1.1558195974271
"1497",2,8,73.1,69.6,1017.3,9.1,8.7,12,15.6,84,62.1,0,0,0.517813400895532
"1498",2,8,68.2,65.5,1017.7,6,5.2,12,15.6,73,64,0.04,1,-0.100255101994422
"1499",5,8,67.1,60.6,1017.5,10,7.7,12,15.6,73,52,0.01,0,-0.319569732052148
"1500",2,8,62.7,56.4,1025.3,10,8.5,17.1,22.9,73,50,0,0,-0.150099336098451
"1501",5,8,67.2,52.7,1016.9,10,10.2,15,21,73,62.1,0,0,-0.000566633786365205
"1502",7,8,65.6,60.1,1017.9,9.8,10.8,18.1,22.9,73,57.9,0.02,0,-1.44604942280319
"1503",4,8,63.8,55.9,1015.5,9.9,6,12,15.6,73,52,0.01,0,-0.479071281185039
"1504",7,8,66.3,58.8,1015.3,9.7,8.2,12,15.6,73,59,0,0,-1.08717093725419
"1505",1,8,62.3,53.6,1024.6,10,5,9.9,12.87,73,50,0,0,-1.00742016268774
"1506",6,8,63.9,60,1017.7,7.9,7.9,13,19,73,57.9,0.01,1,-0.309600885231342
"1507",6,8,67.4,59.7,1021.2,10,8.2,12,15.6,73,62.1,0,0,0.786972265057286
"1508",4,8,68.4,59.6,1007.5,8.3,9.6,19,24.1,73,64,0.5,0,0.228716843092166
"1509",1,8,63.9,56.8,1019.4,10,9,15.9,22,73,55,0.01,0,-1.61551981875689
"1510",3,8,68.9,65.5,1013.4,9.8,7.2,9.9,12.87,77,63,0,0,-0.479071281185039
"1511",4,8,71.9,67.4,1008.9,7.2,7.9,13,16.9,77,64,1.01,1,0.438062626329086
"1512",6,8,70.6,65,1013.1,7.8,12.1,22.9,28,77,63,0,0,0.368280698583446
"1513",7,8,65.9,65.8,1016.4,4.2,5.8,12,15.6,77,60.1,0.07,1,-0.728292451705182
"1514",7,8,66.2,55.2,1022.3,10,10.7,19,24.1,77,55.9,0,0,-0.718323604884377
"1515",1,8,67,62.1,1014.6,9.2,13.1,18.1,26,77,64,0,0,-1.09713978407499
"1516",1,8,68.2,60.3,1021.4,10,5.4,11.1,14.43,77,57,0,0,-0.708354758063571
"1517",6,8,67.6,65.8,1021.4,9.3,5.8,8,10.4,77,60.1,0,1,0.557688788178755
"1518",7,8,67.5,65.3,1017.6,3.8,7.1,11.1,14.43,77,62.1,0,1,-0.658510523959542
"1519",5,8,71.7,66.5,1020.5,10,10.4,14,18.2,77,63,0,0,0.597564175461978
"1520",6,8,66.3,57.6,1014.9,10,7.4,14,18.2,77,59,0.19,0,0.0193710598552462
"1521",4,8,70.1,63.3,1024.3,10,8.5,12,15.6,77,63,0,0,0.35831185176264
"1522",5,8,69.3,60.6,1011.1,9.2,6.3,15,21,77,60.1,0,0,-0.140130489277645
"1523",7,8,69.1,62.1,1015.2,10,8.5,13,16.9,81,63,0,0,-0.199943570202479
"1524",1,8,69.1,61.4,1019.2,9.8,4.6,8,10.4,81,57.9,0.01,0,-0.867856307196462
"1525",2,8,66.3,59.2,1021.1,7.8,3.6,8.9,11.57,81,57,0.01,1,0.0492776003176634
"1526",5,8,72.3,60.6,1014.9,10,8.5,13,16.9,81,62.1,0,0,0.14896606852572
"1527",4,8,73.9,70.1,1018.9,6.3,5.4,8.9,11.57,81,69.1,0,1,-0.0504108678903938
"1528",1,8,68.5,65.5,1013.6,8.9,13.1,19,24.1,81,66,0.01,0,-1.08717093725419
"1529",7,8,74.4,64.2,1020.3,7.7,8.3,14,18.2,81,66.9,0,1,0.248654536733778
"1530",3,8,72.8,68.7,1012.4,9.7,7.4,12,15.6,81,66.9,0.01,0,-0.0404420210695881
"1531",3,8,70.5,69.8,1017.4,6.4,10.6,15,19.5,81,61,0,0,0.84678534598212
"1532",4,8,73.8,68.1,1012.5,9.2,7.4,14,18.2,81,68,0.3,0,0.0692152939592748
"1533",1,8,67.7,61.7,1024.1,8.7,5.8,12,15.6,81,57.9,0,1,-0.399320506618594
"1534",7,8,71.8,67,1020,8.2,6.7,11.1,14.43,81,62.1,0,1,-0.170037029740062
"1535",3,8,75,71.7,1011.3,6.1,10.4,15,22,81,70,0,0,0.667346103207618
"1536",2,8,69.9,65.6,1020.4,9.8,5.9,9.9,12.87,81,61,0,0,0.278561077196195
"1537",5,8,73.5,59.6,1012.4,10,9.3,15,19.5,81,66.9,0,0,0.308467617658612
"1538",1,8,74.3,70.4,1019.6,8.8,7.1,12,15.6,81,69.1,0.05,0,-0.259756651127314
"1539",2,8,71.7,69.2,1013.1,3.8,5.4,8.9,11.57,81,68,0,1,-0.239818957485702
"1540",2,8,73.8,66.7,1011,6.7,10.4,15,19,81,63,0.47,1,0.697252643670035
"1541",6,8,74.4,65.7,1013.3,10,8.2,14,18.2,81,64.9,0,0,1.07606882286065
"1542",4,8,74.5,68.8,1011.2,7.6,7.8,12,15.6,81,68,0.02,1,0.198810302629749
"1543",6,8,70.4,63.5,1020.3,8.6,4.8,8.9,11.57,81,62.1,0,0,1.29538345291838
"1544",3,8,69,52.6,1023.1,10,10.4,18.1,26,81,64,0.01,0,0.378249545404252
"1545",2,8,74.8,73.4,1018.6,6.3,7.2,9.9,12.87,81,70,0,0,0.328405311300223
"1546",3,8,60.4,54.5,1019.4,10,4.7,8.9,11.57,70,50,0,0,-0.698385911242765
"1547",3,8,68,66.6,1011.8,4.5,8,14,18.2,70,64.4,0.39,1,-0.917700541300491
"1548",6,8,65,59.2,1014.8,9.9,10.8,17.1,21,70,59,0,0,-0.000566633786365205
"1549",1,8,66.4,64.6,1019.1,6,5.1,9.9,12.87,70,61,0.6,1,-1.22673479274547
"1550",3,8,66.7,65.5,1019.1,7.1,9.5,13,16.9,70,64.4,0.07,0,-0.189974723381674
"1551",2,8,71.3,61.3,1015.4,10,6.3,9.9,12.87,82,62.1,0,0,0.328405311300223
"1552",4,8,76.5,70,1014.4,8.4,14.7,21,28,82,70,0,0,0.587595328641172
"1553",7,8,73.9,71.1,1017.2,4.8,6,8.9,11.57,82,70,0,1,-0.180005876560868
"1554",1,8,73.4,69.9,1015.3,4.7,7.6,13,16.9,82,69.1,0,1,-1.06723324361258
"1555",4,8,74.6,73.6,1013.9,5.9,8.1,12,15.6,82,70,0,1,0.56765763499956
"1556",5,8,71.5,65.7,1015.5,9.9,6.1,12,15.6,82,64.9,0,0,0.35831185176264
"1557",5,8,73.4,69.4,1018.9,6.4,9.7,15,19,82,68,0,1,0.00940221303444051
"1558",1,8,74.3,68.8,1019.1,9.5,8.5,12,15.6,82,70,0,0,-0.469102434364234
"1559",2,8,74.8,69.6,1015.3,9,11.2,17.1,22,82,66.9,0,0,0.14896606852572
"1560",1,8,74.2,65,1009,8.1,9.9,13,16.9,82,66.9,0,1,-0.588728596213902
"1561",6,8,73.6,70.2,1017,7.1,9.7,13,16.9,82,68,0,1,1.53463577661771
"1562",3,8,75.8,74.1,1015.6,6.7,9.7,15,19.5,82,71.1,0,0,0.587595328641172
"1563",7,8,68.8,66.2,1015.2,9,5.8,11.1,14.43,86,64,0,0,-0.309600885231342
"1564",6,8,76.9,68.4,1010.2,9.6,6.4,9.9,12.87,86,68,0.04,0,1.07606882286065
"1565",5,8,76.2,72.4,1015.2,7,10.2,15,19.5,90,71.1,0,0,1.36516538066402
"1566",4,8,67.5,64.7,1016.3,6.5,7.3,12,15.6,75,53.1,0.02,1,-0.608666289855514
"1567",6,8,70.7,68.8,1016.9,9.3,13.1,21,27,75,61,0.03,0,-0.199943570202479
"1568",5,8,71,68.2,1009.4,6.3,9.5,18.1,22.9,75,59,0.11,0,-0.0703485615320052
