"","day","temp","visib","wdsp","fog","NUM_COLLISIONS"
"1053",7,44.4,10,9.6,0,-0.588728596213902
"1054",4,51.1,2.6,15.2,1,-0.608666289855514
"1055",6,48.5,9.4,16.5,0,1.28541460609757
"1056",2,48.1,7.9,18.5,0,0.308467617658612
"1057",6,46.9,9.9,13.7,0,0.866723039623732
"1058",1,44.5,9.9,5.3,1,-0.439195893901817
"1059",3,60.4,5.7,5.2,1,1.21563267835193
"1060",6,61.7,8.2,13,1,1.49476038933449
"1061",7,58.1,9.8,9.6,0,-0.150099336098451
"1062",5,60,5.8,7.1,1,-0.299632038410537
"1063",3,55.3,10,9.6,0,1.20566383153113
"1064",5,61,3,8.1,1,0.976380354652595
"1065",1,62.7,3.7,5.9,1,-0.459133587543428
"1066",2,61.2,7.1,5.6,1,-0.708354758063571
"1067",1,63.8,0.7,10.2,1,-0.0603797147111995
"1068",5,62,5.2,12.5,1,1.44491615523046
"1069",7,61.7,4.3,11.8,1,0.547719941357949
"1070",4,58.6,9.8,5.7,0,-0.000566633786365205
"1071",2,57.4,10,6.8,0,0.438062626329086
"1072",2,64.7,0.9,15.2,1,2.19257966679089
"1073",2,56.2,10,8.8,0,0.866723039623732
"1074",6,59.2,10,10.6,0,2.18261081997009
"1075",2,63.2,7,9.1,0,0.14896606852572
"1076",6,62,10,8.3,0,0.906598426906955
"1077",5,59.9,10,16.7,0,0.866723039623732
"1078",6,66.9,8.8,13.3,0,1.47482269569288
"1079",1,64.7,9.5,5,0,-0.618635136676319
"1080",7,62.4,10,7.4,0,-0.0304731742487823
"1081",7,55.3,6.2,6,1,-0.419258200260205
"1082",5,63.4,8.1,6.4,1,2.15270427950767
"1083",7,60.6,9.8,9.1,0,-0.189974723381674
"1084",3,62.2,10,12.9,0,1.17575729106871
"1085",2,66,8.1,6.3,1,-0.469102434364234
"1086",7,62.2,9.5,4.8,0,0.119059528063303
"1087",2,62.2,9.3,6,0,0.248654536733778
"1088",6,59.8,9.8,4.8,0,1.34522768702241
"1089",1,63.6,6.9,8.1,1,-0.658510523959542
"1090",4,67.2,7.2,7.5,1,0.876691886444537
"1091",7,61.5,9.2,8.4,1,-0.0404420210695881
"1092",5,67.3,9.7,6.5,0,0.757065724594869
"1093",1,59.9,10,9.8,0,-0.399320506618594
"1094",7,62.6,10,7.3,0,1.00628689511501
"1095",1,63.2,9.9,6,0,-1.21676594592466
"1096",3,64.2,3.6,7.1,1,-0.0603797147111995
"1097",7,59.9,10,5.1,0,-0.419258200260205
"1098",3,62.5,10,8.2,0,0.667346103207618
"1099",5,64.6,9.1,11.8,0,0.667346103207618
"1100",4,64,7.6,9.1,1,1.72404386621302
"1101",5,55.7,6.8,9.3,1,0.836816499161315
"1102",4,65.2,6.4,8.8,1,0.677314950028423
"1103",2,67.3,10,8,0,0.109090681242498
"1104",2,62.1,10,4.1,0,0.448031473149892
"1105",6,64.6,9.8,6,0,1.65426193846738
"1106",6,63,10,7.4,0,1.48479154251369
"1107",5,68.9,5.9,6.4,1,1.61438655118416
"1108",6,66,9.9,7.9,0,1.74398155985463
"1109",3,65.5,7.8,10.2,1,1.03619343557743
"1110",1,61.5,9.4,6.8,1,-0.658510523959542
"1111",1,65.7,10,11.4,0,-0.399320506618594
"1112",1,69.3,8.3,9.4,0,-0.299632038410537
"1113",7,62.9,9.8,5.7,0,1.06609997603985
"1114",1,64.9,9.8,4.8,0,-0.827980919913239
"1115",2,67.1,6.2,6.2,1,1.74398155985463
"1116",4,69.5,6.1,9.9,1,0.21874799627136
"1117",1,66,7.3,12.5,0,-0.120192795636034
"1118",2,61.5,10,13.3,0,0.467969166791503
"1119",2,51,6.2,13.5,0,0.9863492014734
"1120",2,57.8,8,9.9,0,-0.927669388121297
"1121",6,56.1,7.7,11.8,0,1.91345195580833
"1122",3,53.4,6.6,13.7,0,0.42809377950828
"1123",4,54.5,8.4,12.8,0,0.757065724594869
"1124",5,55.7,3,7.7,1,0.547719941357949
"1125",4,54.8,9.7,9.6,0,0.517813400895532
"1126",3,54.5,9.4,11,0,0.886660733265343
"1127",2,60.8,2,12.7,1,1.07606882286065
"1128",7,58,8.4,11.5,1,-0.0105354806071709
"1129",5,52.7,9.2,5.5,0,0.607533022282783
"1130",5,58.6,10,7.5,0,0.0592464471384691
"1131",7,60.9,7,10.9,0,0.318436464479418
"1132",6,57.6,9.1,13.2,0,1.70410617257141
"1133",2,60.4,9.1,11,0,0.597564175461978
"1134",2,56.6,7,8.4,0,0.56765763499956
"1135",4,59.4,7.9,11.5,1,1.06609997603985
"1136",4,59.8,9.6,12.3,0,0.557688788178755
"1137",6,58.2,8.3,8.2,1,1.37513422748482
"1138",6,61.7,4,14.4,1,1.08603766968146
"1139",7,56.9,10,8.2,0,0.378249545404252
"1140",1,61.8,4.6,12.6,1,-1.11707747771661
"1141",5,60.8,10,8.7,0,-0.638572830317931
"1142",5,57.2,10,7.5,0,1.71407501939222
"1143",3,58.5,10,12.6,0,0.158934915346526
"1144",3,63.4,1.1,15,1,2.13276658586606
"1145",6,59.8,9.9,15.5,0,0.577626481820366
"1146",3,61.8,7.5,8.7,1,0.138997221704915
"1147",1,58,10,7.3,0,-1.30648556731191
"1148",1,61.3,8.9,9.2,0,-1.21676594592466
"1149",3,60.9,3.1,4.9,1,0.138997221704915
"1150",5,56.7,6.2,12.4,1,0.348343004941835
"1151",3,64,7.9,14.2,0,0.527782247716338
"1152",5,63.8,5.3,13.6,1,2.33214352228217
"1153",7,62.7,10,11.3,0,0.208779149450555
"1154",2,63.8,6.1,10.4,1,1.3352588402016
"1155",1,64.9,9.8,9,0,-0.937638234942102
"1156",1,61.5,9.3,11.3,0,1.02622458875662
"1157",7,60.4,9.3,9.1,0,0.657377256386812
"1158",1,62.8,9.3,13.2,0,-0.897762847658879
"1159",1,66.7,10,6,0,0.278561077196195
"1160",2,62.9,9.1,9.6,1,2.08292235176203
"1161",7,71.1,10,5.9,0,0.517813400895532
"1162",7,62.1,10,8,0,0.886660733265343
"1163",6,63.9,9.8,13.6,0,0.607533022282783
"1164",3,64.3,9.9,7.8,0,1.57451116390094
"1165",6,65.3,8.8,7.8,0,2.11282889222445
"1166",5,65.8,7.8,9.2,0,2.45176968413184
"1167",7,62.8,9.3,8.2,0,0.77700341823648
"1168",7,67.2,4.6,15,1,1.53463577661771
"1169",6,64.9,6.3,9.7,1,1.93338964944994
"1170",2,68.5,10,9,0,1.31532114655999
"1171",7,68,6,10.9,1,-2.03421138523073
"1172",4,67.1,9.3,10.3,0,1.54460462343852
"1173",1,68.8,9.4,7.6,0,-0.0902862551736166
"1174",5,68.7,10,7.4,0,0.70722149049084
"1175",4,70.8,8.2,9.4,1,1.78385694713786
"1176",6,67,5.9,6.8,1,-1.47595596326561
"1177",3,61.5,6,8.5,1,0.627470715924395
"1178",2,66.7,9.8,7.8,0,0.697252643670035
"1179",6,66.1,2.1,12.9,1,0.0891529876008862
"1180",4,53,10,13.9,0,0.587595328641172
"1181",5,51.5,10,6.5,0,0.936504967369372
"1182",1,52.8,10,11.8,0,-0.738261298525988
"1183",3,67.3,7.6,10.6,0,2.29226813499895
"1184",6,66.8,6.3,4.4,1,1.53463577661771
"1185",2,66,8,11.4,0,2.04304696447881
"1186",7,62,10,9,0,-0.937638234942102
"1187",7,65.8,7.9,7.6,1,0.607533022282783
"1188",6,65.6,10,7.4,0,1.32528999338079
"1189",3,58.2,10,8.8,0,0.6374395627452
"1190",3,61.2,3.8,8.7,1,1.09600651650226
"1191",6,61.3,9.8,10,0,1.43494730840966
"1192",2,62.9,3.9,12.3,1,1.58448001072174
"1193",1,59.5,10,7.7,0,-0.399320506618594
"1194",2,59.6,10,10.6,0,0.348343004941835
"1195",5,60.6,9.6,5.6,0,0.816878805519703
"1196",6,61.1,5.5,7.2,1,1.28541460609757
"1197",1,57.7,10,5.3,0,-0.728292451705182
"1198",7,59.2,5.7,9.2,1,-0.857887460375656
"1199",4,62.3,6.7,6.8,1,-0.0803174083528109
"1200",5,64.1,6.3,14.6,0,1.37513422748482
"1201",4,62.6,8.4,12.2,0,0.228716843092166
"1202",1,65.4,1.9,8.8,1,-1.75508367424817
"1203",3,63.6,7.4,12.2,0,0.816878805519703
"1204",7,66.2,1.4,13.7,1,-0.0803174083528109
"1205",5,65.5,3.1,5.4,1,-0.0105354806071709
"1206",4,62.8,7.9,5.2,1,0.9863492014734
"1207",3,67.7,6.3,11.6,1,2.12279773904525
"1208",3,69.7,8.4,10.2,0,0.487906860433115
"1209",4,65.4,9.9,9.9,0,1.30535229973918
"1210",4,64,8.1,14,0,0.158934915346526
"1211",6,59,9.3,6.2,0,1.28541460609757
"1212",4,65.6,7.2,7.9,0,1.5146980829761
"1213",7,63.4,10,8.2,0,-0.000566633786365205
"1214",1,60.8,10,5.7,0,-0.170037029740062
"1215",5,65.6,9.9,11.5,0,1.67419963210899
"1216",4,62.7,10,9.3,0,-0.588728596213902
"1217",1,64.4,4.3,13,1,-0.638572830317931
"1218",2,64.3,10,9.3,0,1.18572613788951
"1219",2,64.3,7.4,9.7,1,0.627470715924395
"1220",3,66.1,7.5,8.1,1,0.757065724594869
"1221",5,63,8.3,7,1,0.438062626329086
"1222",2,55.9,4.9,12.7,0,0.91656727372776
"1223",3,60.7,10,7.7,0,1.62435539800497
"1224",1,64.9,6.2,11.3,1,0.208779149450555
"1225",3,60.8,1.8,13.2,1,0.35831185176264
"1226",6,58.4,7.8,6.7,0,1.10597536332307
"1227",6,58.6,4.8,6.2,1,1.5146980829761
"1228",1,56.9,5.1,6.9,1,-0.837949766734045
"1229",7,62.3,4.8,19.1,1,-0.279694344768925
"1230",4,55.2,7.6,8.3,1,-0.170037029740062
"1231",3,52.4,5.1,15.2,0,0.607533022282783
"1232",5,61.4,5.6,4.2,1,1.34522768702241
"1233",1,66.1,10,10.9,0,-1.23670363956627
"1234",5,65.2,10,6.6,0,0.896629580086149
"1235",7,60.2,4.2,5.3,1,0.35831185176264
"1236",4,66.8,9.9,8.3,0,0.467969166791503
"1237",4,62.9,10,8.2,0,0.866723039623732
"1238",1,58.4,3.4,10.3,1,-1.32642326095352
"1239",4,67.3,8.1,7.9,0,2.033078117658
"1240",3,67.1,9.3,7.1,0,0.228716843092166
"1241",7,65.6,9.9,8.6,0,0.238685689912972
"1242",2,65.2,10,7.5,0,0.228716843092166
"1243",4,63.7,10,8.9,0,1.39507192112643
"1244",3,63.7,5.4,11.2,1,0.826847652340509
"1245",2,66.8,2.8,12.1,1,0.806909958698897
"1246",2,61.4,10,8.6,0,1.45488500205127
"1247",3,63.8,8.7,5.6,0,-0.299632038410537
"1248",5,59.1,10,3.9,0,0.158934915346526
"1249",6,63.2,3.8,10,1,1.71407501939222
"1250",5,61,10,13.4,0,-0.359445119335371
"1251",4,61.7,8.4,12.6,1,1.63432424482577
"1252",4,62.6,5.4,11.4,1,1.44491615523046
"1253",4,64.8,8.4,14.5,1,1.06609997603985
"1254",1,58.4,10,11,0,0.0492776003176634
"1255",3,60,10,5.3,0,0.328405311300223
"1256",2,59.4,10,10.5,0,0.138997221704915
"1257",4,71.6,6.4,10.1,1,0.6374395627452
"1258",7,66.5,4.8,5.7,1,0.138997221704915
"1259",7,63.1,4.4,7.9,1,0.228716843092166
"1260",1,66.9,10,8.9,0,-0.209912417023285
"1261",7,64.7,9.7,8.4,0,0.35831185176264
"1262",6,68,4.4,7,1,2.45176968413184
"1263",6,55,7,18.3,0,0.936504967369372
"1264",5,52.2,10,7.9,0,-0.469102434364234
"1265",6,53.1,10,7.3,0,0.926536120548566
"1266",6,54.8,7.9,8,1,1.57451116390094
"1267",4,61.2,9.3,11.3,0,-0.229850110664897
"1268",5,66.7,3.5,10.2,1,0.70722149049084
"1269",4,63.6,10,7.4,0,0.35831185176264
"1270",1,66.5,3.2,12.8,1,-0.588728596213902
"1271",4,68.7,2.5,9.5,1,0.35831185176264
"1272",2,66.7,4.1,10.4,0,0.338374158121029
"1273",1,67.5,6.7,6.8,1,-0.698385911242765
"1274",1,65.5,8.6,5.3,1,-0.349476272514565
"1275",4,65.5,6.5,10.4,1,0.836816499161315
"1276",6,69.4,3.1,6.7,1,-0.000566633786365205
"1277",5,61.8,10,7.3,0,0.109090681242498
"1278",7,64.3,8.4,5.6,0,0.49787570725392
"1279",4,72.9,9.9,5.6,0,0.0991218344216919
"1280",5,75.6,8.1,6.8,0,0.368280698583446
"1281",3,67.2,9.9,10.4,0,1.27544575927677
"1282",7,67.3,5.4,8.9,1,-0.140130489277645
"1283",3,67.7,4,9.5,1,0.0193710598552462
"1284",1,68.7,9.8,9.7,0,-1.59558212511528
"1285",6,64.9,10,6,0,0.597564175461978
"1286",7,67.7,5.9,13,0,-0.0404420210695881
"1287",3,67.1,5.9,5.4,1,-0.120192795636034
"1288",6,67.4,10,5.9,0,0.537751094537143
"1289",7,65.1,6.9,11.1,0,-0.867856307196462
"1290",6,71.6,6.8,12.4,1,-0.229850110664897
"1291",6,69.2,10,8.5,0,0.856754192802926
"1292",3,70.4,7.8,10.6,1,-0.459133587543428
"1293",6,68.3,7.6,5.8,1,-0.499008974826651
"1294",4,70.8,1.8,7.3,1,0.77700341823648
"1295",6,69.2,4.7,8.1,1,0.667346103207618
"1296",6,70.6,4.8,11.5,1,0.547719941357949
"1297",7,67,8.4,21.2,0,-0.937638234942102
"1298",3,71.2,7.8,7.8,1,-0.150099336098451
"1299",4,71.1,1.9,7.1,1,0.14896606852572
"1300",6,64.8,10,5,0,1.26547691245596
"1301",2,68.3,9.6,9,0,0.677314950028423
"1302",1,72.8,6.6,5.3,0,-1.51583135054883
"1303",6,66.9,7.8,8.7,1,1.52466692979691
"1304",1,69.6,9.3,10.1,0,-0.867856307196462
"1305",2,66.9,10,10.4,0,0.936504967369372
"1306",6,64.3,10,3.3,0,1.00628689511501
"1307",5,68.2,10,6.8,0,0.42809377950828
"1308",1,68.2,10,14.1,0,-1.47595596326561
"1309",5,68.7,7.1,7,0,0.0393087534968576
"1310",1,65.8,8.8,8.5,1,-0.479071281185039
"1311",5,70.4,7.7,4.5,1,-0.120192795636034
"1312",4,71.2,7.9,9,0,0.886660733265343
"1313",1,71.4,6.9,9,1,-0.538884362109874
"1314",5,67.9,10,6.3,0,1.39507192112643
"1315",7,62.9,8,6.2,0,-2.09402446615556
"1316",4,71.7,4.8,6.8,1,-1.92455407020187
"1317",2,73.4,4.1,9.3,1,1.27544575927677
"1318",1,71.5,9.7,9.3,0,-0.778136685809211
"1319",5,71.7,1.6,6.2,1,1.20566383153113
"1320",4,71.8,8.6,6.5,1,0.806909958698897
"1321",7,71.8,10,8.4,0,-0.0205043274279766
"1322",3,73.8,8.3,10.1,0,0.996318048294206
"1323",5,72.2,9.7,7.2,0,1.09600651650226
"1324",4,68.3,10,6.9,0,0.9863492014734
"1325",4,67.9,9.9,6.5,0,1.06609997603985
"1326",5,68.7,4.1,5.9,1,0.0393087534968576
"1327",7,61.7,6.5,10.8,0,-1.00742016268774
"1328",3,62.8,9.5,13.8,0,-0.0404420210695881
"1329",1,63,6.8,7.7,1,-0.907731694479685
"1330",6,65.7,3.2,10,1,0.129028374884109
"1331",2,65.9,6,12.8,0,-0.419258200260205
"1332",2,63.1,9.9,4.9,0,0.188841455808943
"1333",2,70.9,8.2,9.5,1,0.178872608988138
"1334",4,72.3,6.8,4.5,1,0.119059528063303
"1335",4,74.9,5.7,8.4,1,-0.279694344768925
"1336",1,68.4,8.7,6,0,-0.449164740722622
"1337",3,72,9.8,5.8,0,-1.74511482742736
"1338",1,73.2,10,8.7,0,-0.329538578872954
"1339",1,74.4,9,9.1,0,-1.23670363956627
"1340",7,74.3,7.3,12,0,0.507844554074726
"1341",5,67.3,9.2,16.6,0,0.866723039623732
"1342",3,75.3,9,12.1,0,0.886660733265343
"1343",4,75.4,10,7,0,0.906598426906955
"1344",4,73.7,7.8,9.2,1,0.188841455808943
"1345",3,72.6,3.6,5.4,1,0.0692152939592748
"1346",4,76,5.4,6.8,1,0.298498770837806
"1347",2,68.4,8.7,4.7,0,1.19569498471032
"1348",1,70.8,8.8,5.9,0,-0.359445119335371
"1349",5,74.2,6.2,9.7,0,1.17575729106871
"1350",3,69.2,5.7,9.8,1,0.547719941357949
"1351",4,67.3,9.3,5.5,0,0.0592464471384691
"1352",6,70.7,5.2,9.6,1,1.98323388355397
"1353",6,65.2,8.7,7.9,0,1.09600651650226
"1354",5,69.1,9.3,10.9,0,1.41500961476805
"1355",3,68.8,2.7,8.6,1,0.388218392225058
"1356",5,69.8,1.8,11.9,1,-1.60555097193608
"1357",2,63,7.5,10.9,0,0.208779149450555
"1358",2,64.9,10,4.2,0,-0.0703485615320052
"1359",4,70.4,6,13.7,0,-0.479071281185039
"1360",5,67.7,9.7,13.8,0,-0.917700541300491
"1361",7,66.9,9.8,6.9,0,-0.648541677138737
"1362",5,67.7,9.6,6.3,0,0.268592230375389
"1363",2,68.7,2.6,4.7,1,1.19569498471032
"1364",2,71.1,9.9,8.3,0,0.268592230375389
"1365",4,69,7.2,10.2,1,0.587595328641172
"1366",3,67.9,10,9.1,0,-0.0803174083528109
"1367",4,71.6,4.2,7.6,1,1.47482269569288
"1368",4,72.9,5.6,7,1,0.0492776003176634
"1369",1,71.8,7.9,9.6,1,-1.01738900950855
"1370",3,67.4,9.8,9.2,0,0.577626481820366
"1371",1,72.9,4.5,5.3,1,-1.2765790268495
"1372",7,73,8.1,13.1,0,-0.827980919913239
"1373",2,73.1,10,9.1,0,0.378249545404252
"1374",3,70.3,8.7,5.3,1,0.587595328641172
"1375",4,70.9,5.7,9.3,1,0.308467617658612
"1376",6,69.6,9.6,5,0,0.248654536733778
"1377",6,66.1,6,15,0,0.178872608988138
"1378",6,66,5.2,8.7,1,0.747096877774063
"1379",3,72.1,3.7,8.1,1,-0.279694344768925
"1380",3,68.9,8.4,4.9,1,1.09600651650226
"1381",6,70.8,7.9,10.9,0,1.47482269569288
"1382",3,72.4,9,7.2,1,0.438062626329086
"1383",5,71.9,10,8.3,0,0.238685689912972
"1384",5,70.4,10,7.4,0,1.31532114655999
"1385",2,71.5,9.9,8.7,0,0.9863492014734
"1386",3,73,6.6,7.8,1,0.388218392225058
"1387",2,72.8,8.9,9.3,0,0.49787570725392
"1388",7,68.5,9.7,4.4,0,-1.47595596326561
"1389",2,70.9,8.3,5.3,0,0.687283796849229
"1390",2,71.3,9.9,5.8,0,-0.189974723381674
"1391",5,70.8,4.4,8.2,1,1.59444885754255
"1392",3,69,9.7,6.5,0,0.617501869103589
"1393",6,73.9,2.8,9.6,1,0.976380354652595
"1394",6,72.4,9,13.5,0,1.69413732575061
"1395",4,70.2,9.2,5,0,0.547719941357949
"1396",6,63.7,9,8.9,0,1.07606882286065
"1397",5,66.6,6.3,3.7,1,-2.04418023205154
"1398",7,74.5,3.3,11.8,0,-0.479071281185039
"1399",6,71.7,10,7.5,0,-1.08717093725419
"1400",7,71.9,8.1,7.5,1,-0.409289353439399
"1401",1,72.9,6.5,6.3,1,-1.35632980141594
"1402",3,72.7,5.7,7,1,-0.160068182919257
"1403",6,69.1,6.5,4.3,1,0.42809377950828
"1404",4,70.6,10,6.7,0,-0.459133587543428
"1405",6,70.8,6,5.8,1,1.74398155985463
"1406",3,66.7,10,7.3,0,0.627470715924395
"1407",3,69.4,4,5.5,1,1.06609997603985
"1408",5,61.7,9.9,5.9,0,0.119059528063303
"1409",2,69.2,8.8,8.2,0,-0.0105354806071709
"1410",2,72.6,6.7,10.7,1,0.178872608988138
"1411",7,65,10,5,0,-1.18685940546224
"1412",3,68.1,7.4,8.2,0,0.467969166791503
"1413",5,69.5,10,5.8,0,0.0592464471384691
"1414",7,70.8,9,5.3,0,-0.000566633786365205
"1415",2,67.3,3.9,5.7,1,0.398187239045863
"1416",1,69.3,5.8,7.1,1,-0.837949766734045
"1417",2,68.3,5.6,5.1,1,-0.0803174083528109
"1418",6,67.1,9.4,3.4,1,0.507844554074726
"1419",4,67.2,10,9.2,0,0.0791841407800805
"1420",5,69.4,5.4,6.1,1,-0.150099336098451
"1421",3,77.4,8.3,7.3,0,-0.170037029740062
"1422",2,76.5,9.5,7,0,0.418124932687475
"1423",1,76.7,6.7,10.7,0,-1.21676594592466
"1424",6,76.7,8.5,8.5,0,1.53463577661771
"1425",7,76.2,6.1,9.1,1,-0.130161642456839
"1426",4,66.1,9.9,9.1,0,0.268592230375389
"1427",7,73.5,7,6.4,0,0.238685689912972
"1428",4,71.5,7.3,6.4,1,-0.459133587543428
"1429",7,74,8.8,7.1,0,0.487906860433115
"1430",5,74.7,5.3,7.7,1,1.74398155985463
"1431",6,75.6,5.7,7.8,1,1.3352588402016
"1432",5,66.8,2.2,5.8,1,0.587595328641172
"1433",1,70.6,4.1,6.6,1,-0.249787804306508
"1434",4,69.4,5.1,12.3,1,-0.299632038410537
"1435",1,68.6,9.9,7.6,0,-1.22673479274547
"1436",2,60.9,10,6.7,0,0.727159184132452
"1437",2,69.4,4.8,10,1,-0.0404420210695881
"1438",1,69,7.1,11.2,1,-1.57564443147367
"1439",2,69.2,6.5,5.3,0,-0.0205043274279766
"1440",3,66.9,2.9,6.2,1,0.786972265057286
"1441",3,69.5,6.2,11.8,1,-0.0504108678903938
"1442",1,67.1,9.6,15,0,0.0692152939592748
"1443",1,65.8,9.3,8.2,0,-1.31645441413272
"1444",7,69.1,9.6,8.8,0,-0.827980919913239
"1445",2,68.6,9.4,13.9,0,0.14896606852572
"1446",2,69.7,7.4,12,0,-0.319569732052148
"1447",2,69.9,7.3,12.6,0,0.14896606852572
"1448",1,68.7,4.2,11.4,1,-0.618635136676319
"1449",7,68.9,1.5,7.5,1,-1.2765790268495
"1450",1,61.7,10,3.8,0,-0.538884362109874
"1451",7,67.8,10,9.7,0,-0.379382812976982
"1452",3,68.6,9.8,9.1,0,0.168903762167332
"1453",1,65.2,9.1,10,0,-1.47595596326561
"1454",7,64.9,10,4.7,0,-0.219881263844091
"1455",5,71.4,2,4.9,1,0.208779149450555
"1456",4,69.2,9.9,9.9,0,-0.0803174083528109
"1457",2,63.9,10,4.2,0,0.56765763499956
"1458",3,68.9,9.6,10.5,0,-0.728292451705182
"1459",4,68.3,9.3,8.9,0,0.278561077196195
"1460",2,76.3,9.3,5.7,0,-0.180005876560868
"1461",6,69.9,3.9,9.8,1,-2.38312102395893
"1462",4,70.6,3.8,9.8,1,0.208779149450555
"1463",7,65.7,9.9,4.4,0,-0.489040128005845
"1464",5,69.1,1.8,8.5,1,1.40504076794724
"1465",7,67.3,9.9,12.8,0,-0.728292451705182
"1466",2,68.4,9.9,11.7,0,-1.1071086308958
"1467",3,70.5,4.6,10.7,1,0.806909958698897
"1468",7,67.1,10,4.9,0,0.0293399066760519
"1469",1,66.9,9.6,7.3,0,-0.718323604884377
"1470",5,69.6,6.4,8.5,1,-0.598697443034708
"1471",3,67.1,6.2,9.2,1,0.6374395627452
"1472",1,67.2,10,9.6,0,-1.50586250372803
"1473",7,67.9,3.3,6.2,1,-0.239818957485702
"1474",7,69.4,7.2,11.8,1,-0.289663191589731
"1475",6,66.1,4.7,3.9,1,-0.568790902572291
"1476",4,69.8,5,11,1,0.577626481820366
"1477",5,69.8,4.7,13.9,0,0.0692152939592748
"1478",5,71.8,4.9,9.5,0,-0.489040128005845
"1479",5,69.1,8.5,9.8,0,-0.319569732052148
"1480",7,69.7,1.4,6.7,1,0.378249545404252
"1481",2,71.1,4.1,10.1,1,1.25550806563515
"1482",6,70.6,2.1,7.8,1,1.53463577661771
"1483",3,71.4,5.8,13.1,1,-0.120192795636034
"1484",1,69.8,5.7,6.5,1,-1.13701517135822
"1485",4,61.8,7,16,0,0.717190337311646
"1486",4,66.4,3.9,6.8,1,-1.16692171182063
"1487",2,63.3,10,3.8,0,-0.499008974826651
"1488",5,67.8,9.1,9.7,0,0.258623383554583
"1489",6,66.8,10,8.8,0,-0.768167838988405
"1490",1,65.5,10,13.6,0,-1.16692171182063
"1491",2,66.7,4.7,11.6,0,-0.369413966156177
"1492",4,65.4,9.2,7.7,0,-0.459133587543428
"1493",3,63,10,3.5,0,0.0891529876008862
"1494",2,77.5,8.8,8.5,0,0.438062626329086
"1495",3,73.1,10,7.9,0,0.448031473149892
"1496",3,73,3.5,9,1,1.1558195974271
"1497",2,73.1,9.1,8.7,0,0.517813400895532
"1498",2,68.2,6,5.2,1,-0.100255101994422
"1499",5,67.1,10,7.7,0,-0.319569732052148
"1500",2,62.7,10,8.5,0,-0.150099336098451
"1501",5,67.2,10,10.2,0,-0.000566633786365205
"1502",7,65.6,9.8,10.8,0,-1.44604942280319
"1503",4,63.8,9.9,6,0,-0.479071281185039
"1504",7,66.3,9.7,8.2,0,-1.08717093725419
"1505",1,62.3,10,5,0,-1.00742016268774
"1506",6,63.9,7.9,7.9,1,-0.309600885231342
"1507",6,67.4,10,8.2,0,0.786972265057286
"1508",4,68.4,8.3,9.6,0,0.228716843092166
"1509",1,63.9,10,9,0,-1.61551981875689
"1510",3,68.9,9.8,7.2,0,-0.479071281185039
"1511",4,71.9,7.2,7.9,1,0.438062626329086
"1512",6,70.6,7.8,12.1,0,0.368280698583446
"1513",7,65.9,4.2,5.8,1,-0.728292451705182
"1514",7,66.2,10,10.7,0,-0.718323604884377
"1515",1,67,9.2,13.1,0,-1.09713978407499
"1516",1,68.2,10,5.4,0,-0.708354758063571
"1517",6,67.6,9.3,5.8,1,0.557688788178755
"1518",7,67.5,3.8,7.1,1,-0.658510523959542
"1519",5,71.7,10,10.4,0,0.597564175461978
"1520",6,66.3,10,7.4,0,0.0193710598552462
"1521",4,70.1,10,8.5,0,0.35831185176264
"1522",5,69.3,9.2,6.3,0,-0.140130489277645
"1523",7,69.1,10,8.5,0,-0.199943570202479
"1524",1,69.1,9.8,4.6,0,-0.867856307196462
"1525",2,66.3,7.8,3.6,1,0.0492776003176634
"1526",5,72.3,10,8.5,0,0.14896606852572
"1527",4,73.9,6.3,5.4,1,-0.0504108678903938
"1528",1,68.5,8.9,13.1,0,-1.08717093725419
"1529",7,74.4,7.7,8.3,1,0.248654536733778
"1530",3,72.8,9.7,7.4,0,-0.0404420210695881
"1531",3,70.5,6.4,10.6,0,0.84678534598212
"1532",4,73.8,9.2,7.4,0,0.0692152939592748
"1533",1,67.7,8.7,5.8,1,-0.399320506618594
"1534",7,71.8,8.2,6.7,1,-0.170037029740062
"1535",3,75,6.1,10.4,0,0.667346103207618
"1536",2,69.9,9.8,5.9,0,0.278561077196195
"1537",5,73.5,10,9.3,0,0.308467617658612
"1538",1,74.3,8.8,7.1,0,-0.259756651127314
"1539",2,71.7,3.8,5.4,1,-0.239818957485702
"1540",2,73.8,6.7,10.4,1,0.697252643670035
"1541",6,74.4,10,8.2,0,1.07606882286065
"1542",4,74.5,7.6,7.8,1,0.198810302629749
"1543",6,70.4,8.6,4.8,0,1.29538345291838
"1544",3,69,10,10.4,0,0.378249545404252
"1545",2,74.8,6.3,7.2,0,0.328405311300223
"1546",3,60.4,10,4.7,0,-0.698385911242765
"1547",3,68,4.5,8,1,-0.917700541300491
"1548",6,65,9.9,10.8,0,-0.000566633786365205
"1549",1,66.4,6,5.1,1,-1.22673479274547
"1550",3,66.7,7.1,9.5,0,-0.189974723381674
"1551",2,71.3,10,6.3,0,0.328405311300223
"1552",4,76.5,8.4,14.7,0,0.587595328641172
"1553",7,73.9,4.8,6,1,-0.180005876560868
"1554",1,73.4,4.7,7.6,1,-1.06723324361258
"1555",4,74.6,5.9,8.1,1,0.56765763499956
"1556",5,71.5,9.9,6.1,0,0.35831185176264
"1557",5,73.4,6.4,9.7,1,0.00940221303444051
"1558",1,74.3,9.5,8.5,0,-0.469102434364234
"1559",2,74.8,9,11.2,0,0.14896606852572
